   Frequency       O5aStrain        O5bStrain       O5cStrain
   1.8386300e+03   6.2339867e-24   5.3191890e-24   4.7576552e-24
   1.8403300e+03   6.2541846e-24   5.3281686e-24   4.7625929e-24
   1.8420300e+03   6.2035228e-24   5.3164065e-24   4.7638220e-24
   1.8437300e+03   6.1270260e-24   5.2972612e-24   4.7637442e-24
   1.8454300e+03   6.1161557e-24   5.2972018e-24   4.7670702e-24
   1.8471400e+03   6.1337960e-24   5.3053967e-24   4.7718842e-24
   1.8488500e+03   6.1356584e-24   5.3090341e-24   4.7758879e-24
   1.8505500e+03   6.1914721e-24   5.3282814e-24   4.7826514e-24
   1.8522600e+03   6.2395878e-24   5.3453786e-24   4.7890565e-24
   1.8539700e+03   6.2712794e-24   5.3577219e-24   4.7946157e-24
   1.8556900e+03   6.2595002e-24   5.3573777e-24   4.7979275e-24
   1.8574000e+03   6.2823408e-24   5.3671373e-24   4.8030257e-24
   1.8591200e+03   6.3151762e-24   5.3798560e-24   4.8086739e-24
   1.8608300e+03   6.3556001e-24   5.3948136e-24   4.8147059e-24
   1.8625500e+03   6.2704888e-24   5.3729598e-24   4.8141690e-24
   1.8642700e+03   6.2067972e-24   5.3575547e-24   4.8147987e-24
   1.8659900e+03   6.1844408e-24   5.3542075e-24   4.8175815e-24
   1.8677200e+03   6.1599070e-24   5.3502759e-24   4.8202822e-24
   1.8694400e+03   6.1267948e-24   5.3438943e-24   4.8225310e-24
   1.8711700e+03   6.1712560e-24   5.3598129e-24   4.8287568e-24
   1.8729000e+03   6.2109335e-24   5.3743967e-24   4.8347487e-24
   1.8746300e+03   6.1882280e-24   5.3709880e-24   4.8375430e-24
   1.8763600e+03   6.2251383e-24   5.3847789e-24   4.8433948e-24
   1.8780900e+03   6.2679689e-24   5.4003179e-24   4.8495604e-24
   1.8798300e+03   6.2573710e-24   5.4003975e-24   4.8529934e-24
   1.8815600e+03   6.2051452e-24   5.3884561e-24   4.8542706e-24
   1.8833000e+03   6.2172296e-24   5.3950995e-24   4.8588722e-24
   1.8850400e+03   6.2384580e-24   5.4043819e-24   4.8639432e-24
   1.8867800e+03   6.2613080e-24   5.4141410e-24   4.8690998e-24
   1.8885300e+03   6.2690915e-24   5.4195672e-24   4.8735057e-24
   1.8902700e+03   6.3671790e-24   5.4512212e-24   4.8825684e-24
   1.8920200e+03   6.4155472e-24   5.4685327e-24   4.8891005e-24
   1.8937600e+03   6.4278366e-24   5.4752728e-24   4.8937233e-24
   1.8955100e+03   6.4095006e-24   5.4730521e-24   4.8967627e-24
   1.8972600e+03   6.4631579e-24   5.4919525e-24   4.9035826e-24
   1.8990200e+03   6.4139212e-24   5.4806780e-24   4.9050210e-24
   1.9007700e+03   6.4084787e-24   5.4822455e-24   4.9087394e-24
   1.9025300e+03   6.3132533e-24   5.4577486e-24   4.9078315e-24
   1.9042800e+03   6.2706352e-24   5.4486365e-24   4.9096554e-24
   1.9060400e+03   6.2834208e-24   5.4555197e-24   4.9143419e-24
   1.9078000e+03   6.3315087e-24   5.4725964e-24   4.9208412e-24
   1.9095700e+03   6.3050345e-24   5.4681686e-24   4.9235370e-24
   1.9113300e+03   6.3740798e-24   5.4913343e-24   4.9311222e-24
   1.9130900e+03   6.4437317e-24   5.5147989e-24   4.9387698e-24
   1.9148600e+03   6.4782262e-24   5.5280858e-24   4.9446243e-24
   1.9166300e+03   6.4516549e-24   5.5235103e-24   4.9472860e-24
   1.9184000e+03   6.4918099e-24   5.5384529e-24   4.9534369e-24
   1.9201700e+03   6.5500061e-24   5.5587406e-24   4.9605487e-24
   1.9219500e+03   6.5732692e-24   5.5688010e-24   4.9658501e-24
   1.9237200e+03   6.5441671e-24   5.5634131e-24   4.9683619e-24
   1.9255000e+03   6.5806476e-24   5.5773612e-24   4.9743603e-24
   1.9272800e+03   6.5749703e-24   5.5788897e-24   4.9781321e-24
   1.9290600e+03   6.5472722e-24   5.5739488e-24   4.9807455e-24
   1.9308400e+03   6.4911695e-24   5.5607396e-24   4.9818841e-24
   1.9326200e+03   6.4306251e-24   5.5463561e-24   4.9828222e-24
   1.9344100e+03   6.6220115e-24   5.6055911e-24   4.9969340e-24
   1.9361900e+03   6.6509992e-24   5.6173601e-24   5.0025451e-24
   1.9379800e+03   6.6679813e-24   5.6256031e-24   5.0075434e-24
   1.9397700e+03   6.7316440e-24   5.6477285e-24   5.0150411e-24
   1.9415700e+03   6.7938422e-24   5.6695284e-24   5.0225074e-24
   1.9433600e+03   6.5677869e-24   5.6057710e-24   5.0145652e-24
   1.9451500e+03   6.4944318e-24   5.5876103e-24   5.0148457e-24
   1.9469500e+03   6.4106769e-24   5.5666575e-24   5.0146637e-24
   1.9487500e+03   6.4112741e-24   5.5701101e-24   5.0188253e-24
   1.9505500e+03   6.4265096e-24   5.5777770e-24   5.0237355e-24
   1.9523500e+03   6.4371507e-24   5.5841224e-24   5.0284114e-24
   1.9541500e+03   6.5273443e-24   5.6135009e-24   5.0371877e-24
   1.9559600e+03   7.6405628e-24   5.9574546e-24   5.1035258e-24
   1.9577700e+03   7.5530477e-24   5.9326016e-24   5.1024176e-24
   1.9595700e+03   9.2627881e-24   6.5130779e-24   5.2178901e-24
   1.9613800e+03   1.6438533e-23   9.4108288e-24   5.8860324e-24
   1.9632000e+03   1.6564840e-23   9.4680019e-24   5.9037570e-24
   1.9650100e+03   1.4464455e-23   8.5666063e-24   5.6823800e-24
   1.9668200e+03   1.4773938e-23   8.6997716e-24   5.7178202e-24
   1.9686400e+03   1.2516229e-23   7.7665978e-24   5.5019345e-24
   1.9704600e+03   6.8019215e-24   5.7236303e-24   5.0890153e-24
   1.9722800e+03   6.8441278e-24   5.7394537e-24   5.0954432e-24
   1.9741000e+03   7.1372113e-24   5.8312252e-24   5.1156540e-24
   1.9759200e+03   7.3784731e-24   5.9089910e-24   5.1334691e-24
   1.9777500e+03   7.6229440e-24   5.9892184e-24   5.1518911e-24
   1.9795800e+03   7.8583557e-24   6.0679158e-24   5.1701627e-24
   1.9814100e+03   8.9514318e-24   6.4382434e-24   5.2448468e-24
   1.9832400e+03   8.5810671e-24   6.3139084e-24   5.2241347e-24
   1.9850700e+03   8.5284967e-24   6.2990815e-24   5.2248012e-24
   1.9869000e+03   8.1553419e-24   6.1773701e-24   5.2050460e-24
   1.9887400e+03   7.8468847e-24   6.0798052e-24   5.1902141e-24
   1.9905700e+03   8.1931476e-24   6.1960073e-24   5.2157021e-24
   1.9924100e+03   8.1801400e-24   6.1947934e-24   5.2190392e-24
   1.9942500e+03   7.8497354e-24   6.0901246e-24   5.2028739e-24
   1.9960900e+03   7.8403913e-24   6.0902577e-24   5.2064819e-24
   1.9979400e+03   7.8279967e-24   6.0894340e-24   5.2099314e-24
   1.9997800e+03   6.6552543e-24   5.7335217e-24   5.1485419e-24
   2.0016300e+03   6.6032372e-24   5.7218393e-24   5.1501144e-24
   2.0034800e+03   6.5589667e-24   5.7124774e-24   5.1521057e-24
   2.0053300e+03   6.5362473e-24   5.7093505e-24   5.1552067e-24
   2.0071800e+03   6.5435893e-24   5.7148395e-24   5.1598356e-24
   2.0090400e+03   6.5710777e-24   5.7261210e-24   5.1655113e-24
   2.0108900e+03   6.5602397e-24   5.7263999e-24   5.1692169e-24
   2.0127500e+03   6.6556458e-24   5.7572470e-24   5.1783690e-24
   2.0146100e+03   6.6946917e-24   5.7719380e-24   5.1846568e-24
   2.0164700e+03   6.6818867e-24   5.7716149e-24   5.1882720e-24
   2.0183300e+03   6.6758522e-24   5.7732587e-24   5.1922379e-24
   2.0202000e+03   6.7551274e-24   5.7996619e-24   5.2006344e-24
   2.0220600e+03   6.6529409e-24   5.7734522e-24   5.1996414e-24
   2.0239300e+03   6.7220273e-24   5.7968274e-24   5.2074936e-24
   2.0258000e+03   6.7334161e-24   5.8035340e-24   5.2123814e-24
   2.0276700e+03   6.7843856e-24   5.8217506e-24   5.2193220e-24
   2.0295400e+03   6.8512136e-24   5.8446687e-24   5.2271078e-24
   2.0314200e+03   6.9189168e-24   5.8679667e-24   5.2349895e-24
   2.0333000e+03   6.8756676e-24   5.8586458e-24   5.2370278e-24
   2.0351700e+03   6.8078551e-24   5.8422107e-24   5.2377816e-24
   2.0370500e+03   6.8097446e-24   5.8461767e-24   5.2422019e-24
   2.0389300e+03   6.7951557e-24   5.8453505e-24   5.2457677e-24
   2.0408200e+03   6.7631790e-24   5.8395160e-24   5.2484625e-24
   2.0427000e+03   6.8181258e-24   5.8588860e-24   5.2556286e-24
   2.0445900e+03   7.1280824e-24   5.9537813e-24   5.2763860e-24
   2.0464800e+03   7.1550316e-24   5.9652382e-24   5.2821773e-24
   2.0483700e+03   7.2182181e-24   5.9876104e-24   5.2899451e-24
   2.0502600e+03   7.2516826e-24   6.0010779e-24   5.2961048e-24
   2.0521500e+03   7.2033171e-24   5.9898743e-24   5.2977959e-24
   2.0540500e+03   6.9448700e-24   5.9165147e-24   5.2883406e-24
   2.0559500e+03   6.8721734e-24   5.8987085e-24   5.2889109e-24
   2.0578500e+03   6.8222501e-24   5.8876660e-24   5.2906980e-24
   2.0597500e+03   6.8364841e-24   5.8952542e-24   5.2958059e-24
   2.0616500e+03   6.8224799e-24   5.8946625e-24   5.2994575e-24
   2.0635500e+03   6.8508705e-24   5.9063505e-24   5.3052957e-24
   2.0654600e+03   6.8911123e-24   5.9215170e-24   5.3117751e-24
   2.0673700e+03   6.9219483e-24   5.9339720e-24   5.3177730e-24
   2.0692800e+03   6.8643332e-24   5.9206978e-24   5.3191821e-24
   2.0711900e+03   6.8619127e-24   5.9234795e-24   5.3234551e-24
   2.0731000e+03   6.8315417e-24   5.9181863e-24   5.3262921e-24
   2.0750200e+03   6.7854841e-24   5.9084418e-24   5.3283618e-24
   2.0769300e+03   6.7184623e-24   5.8927743e-24   5.3293691e-24
   2.0788500e+03   6.7280075e-24   5.8990254e-24   5.3342794e-24
   2.0807700e+03   6.7253394e-24   5.9017955e-24   5.3385740e-24
   2.0826900e+03   6.7522349e-24   5.9129954e-24   5.3443604e-24
   2.0846200e+03   6.7997912e-24   5.9301429e-24   5.3512219e-24
   2.0865400e+03   6.8013303e-24   5.9341056e-24   5.3557276e-24
   2.0884700e+03   6.8537227e-24   5.9526888e-24   5.3628475e-24
   2.0904000e+03   6.8333810e-24   5.9503762e-24   5.3662593e-24
   2.0923300e+03   6.8144317e-24   5.9484821e-24   5.3697468e-24
   2.0942600e+03   6.7757407e-24   5.9409715e-24   5.3722417e-24
   2.0962000e+03   6.8591659e-24   5.9684111e-24   5.3809484e-24
   2.0981300e+03   6.8702809e-24   5.9751417e-24   5.3859663e-24
   2.1000700e+03   6.9500673e-24   6.0017066e-24   5.3945302e-24
   2.1020100e+03   6.9893169e-24   6.0166266e-24   5.4010279e-24
   2.1039500e+03   6.9936368e-24   6.0214178e-24   5.4057215e-24
   2.1059000e+03   6.9854948e-24   6.0226117e-24   5.4097943e-24
   2.1078400e+03   6.9414152e-24   6.0134045e-24   5.4119975e-24
   2.1097900e+03   6.9612762e-24   6.0227053e-24   5.4175137e-24
   2.1117400e+03   6.9501852e-24   6.0230691e-24   5.4214410e-24
   2.1136900e+03   7.0373104e-24   6.0518611e-24   5.4304285e-24
   2.1156400e+03   7.0507678e-24   6.0593281e-24   5.4356204e-24
   2.1176000e+03   7.0205190e-24   6.0541180e-24   5.4385725e-24
   2.1195500e+03   7.0156533e-24   6.0562685e-24   5.4428175e-24
   2.1215100e+03   6.9964838e-24   6.0543055e-24   5.4463509e-24
   2.1234700e+03   6.9378632e-24   6.0410119e-24   5.4478740e-24
   2.1254300e+03   6.9318799e-24   6.0428916e-24   5.4520936e-24
   2.1273900e+03   7.0159864e-24   6.0706932e-24   5.4609164e-24
   2.1293600e+03   7.0032996e-24   6.0706355e-24   5.4648103e-24
   2.1313300e+03   7.0100328e-24   6.0761838e-24   5.4697012e-24
   2.1332900e+03   7.0486212e-24   6.0909161e-24   5.4762058e-24
   2.1352700e+03   7.0475763e-24   6.0942340e-24   5.4807200e-24
   2.1372400e+03   7.0007640e-24   6.0843412e-24   5.4828671e-24
   2.1392100e+03   7.0370500e-24   6.0984032e-24   5.4892712e-24
   2.1411900e+03   7.0786020e-24   6.1140323e-24   5.4959760e-24
   2.1431700e+03   7.1352517e-24   6.1340826e-24   5.5034717e-24
   2.1451400e+03   7.0677747e-24   6.1181263e-24   5.5045344e-24
   2.1471300e+03   7.1399065e-24   6.1426590e-24   5.5128469e-24
   2.1491100e+03   7.1471125e-24   6.1483656e-24   5.5177876e-24
   2.1510900e+03   7.1724769e-24   6.1593542e-24   5.5236707e-24
   2.1530800e+03   7.1752858e-24   6.1637999e-24   5.5284068e-24
   2.1550700e+03   7.2467525e-24   6.1882836e-24   5.5367218e-24
   2.1570600e+03   7.2236186e-24   6.1851402e-24   5.5401016e-24
   2.1590500e+03   7.2729325e-24   6.2031859e-24   5.5472692e-24
   2.1610500e+03   7.2771433e-24   6.2080540e-24   5.5521010e-24
   2.1630400e+03   7.2707913e-24   6.2098110e-24   5.5563567e-24
   2.1650400e+03   7.3042125e-24   6.2232402e-24   5.5627205e-24
   2.1670400e+03   7.3307634e-24   6.2346685e-24   5.5687275e-24
   2.1690400e+03   7.2460342e-24   6.2135010e-24   5.5689042e-24
   2.1710500e+03   7.2003467e-24   6.2038804e-24   5.5711732e-24
   2.1730500e+03   7.1906550e-24   6.2047257e-24   5.5752901e-24
   2.1750600e+03   7.1361718e-24   6.1926655e-24   5.5771329e-24
   2.1770700e+03   7.0684341e-24   6.1769110e-24   5.5783283e-24
   2.1790800e+03   7.1091557e-24   6.1922755e-24   5.5850436e-24
   2.1810900e+03   7.1299748e-24   6.2019468e-24   5.5907505e-24
   2.1831100e+03   7.1194627e-24   6.2026384e-24   5.5948840e-24
   2.1851200e+03   7.1412612e-24   6.2125905e-24   5.6006411e-24
   2.1871400e+03   7.1855037e-24   6.2290334e-24   5.6075717e-24
   2.1891600e+03   7.1502362e-24   6.2225893e-24   5.6104379e-24
   2.1911800e+03   7.0964503e-24   6.2108977e-24   5.6123780e-24
   2.1932100e+03   7.0954913e-24   6.2143640e-24   5.6170256e-24
   2.1952300e+03   7.1000696e-24   6.2193934e-24   5.6219303e-24
   2.1972600e+03   7.1069569e-24   6.2251005e-24   5.6269749e-24
   2.1992900e+03   7.1132847e-24   6.2306481e-24   5.6319916e-24
   2.2013200e+03   7.1436512e-24   6.2430646e-24   5.6382248e-24
   2.2033600e+03   7.1465313e-24   6.2476448e-24   5.6430904e-24
   2.2053900e+03   7.2056395e-24   6.2683238e-24   5.6507906e-24
   2.2074300e+03   7.2149618e-24   6.2747510e-24   5.6559841e-24
   2.2094700e+03   7.2057192e-24   6.2758452e-24   5.6602313e-24
   2.2115100e+03   7.2221979e-24   6.2843272e-24   5.6657897e-24
   2.2135500e+03   7.2787273e-24   6.3043510e-24   5.6733990e-24
   2.2156000e+03   7.2102166e-24   6.2884098e-24   5.6746416e-24
   2.2176400e+03   7.1980460e-24   6.2886794e-24   5.6787444e-24
   2.2196900e+03   7.1874596e-24   6.2894294e-24   5.6829530e-24
   2.2217400e+03   7.2105533e-24   6.2998094e-24   5.6888676e-24
   2.2237900e+03   7.2060740e-24   6.3023051e-24   5.6933858e-24
   2.2258500e+03   7.2225846e-24   6.3108223e-24   5.6989907e-24
   2.2279000e+03   7.2260433e-24   6.3155884e-24   5.7039114e-24
   2.2299600e+03   7.3087744e-24   6.3431254e-24   5.7128917e-24
   2.2320200e+03   7.3053211e-24   6.3459144e-24   5.7174811e-24
   2.2340800e+03   7.2930594e-24   6.3461746e-24   5.7216221e-24
   2.2361500e+03   7.3762320e-24   6.3739536e-24   5.7306726e-24
   2.2382100e+03   7.4135420e-24   6.3885349e-24   5.7373611e-24
   2.2402800e+03   7.4205861e-24   6.3943665e-24   5.7425117e-24
   2.2423500e+03   7.4809041e-24   6.4156915e-24   5.7504255e-24
   2.2444200e+03   7.5027985e-24   6.4258560e-24   5.7563502e-24
   2.2464900e+03   7.4859933e-24   6.4247343e-24   5.7602601e-24
   2.2485700e+03   7.5571155e-24   6.4493042e-24   5.7687792e-24
   2.2506500e+03   7.5554827e-24   6.4526150e-24   5.7734999e-24
   2.2527200e+03   7.5739482e-24   6.4617937e-24   5.7792504e-24
   2.2548000e+03   7.5839245e-24   6.4685052e-24   5.7845797e-24
   2.2568900e+03   7.6282439e-24   6.4853193e-24   5.7917379e-24
   2.2589700e+03   7.6166931e-24   6.4857082e-24   5.7959354e-24
   2.2610600e+03   7.5938940e-24   6.4828284e-24   5.7995689e-24
   2.2631500e+03   7.5481316e-24   6.4732703e-24   5.8020115e-24
   2.2652400e+03   7.5628544e-24   6.4813802e-24   5.8076110e-24
   2.2673300e+03   7.6591450e-24   6.5133872e-24   5.8174854e-24
   2.2694200e+03   9.1962400e-24   6.9964870e-24   5.9106416e-24
   2.2715200e+03   1.2843033e-23   8.3122690e-24   6.1811914e-24
   2.2736200e+03   3.3551705e-23   1.7587980e-23   8.7575484e-24
   2.2757200e+03   3.3236018e-23   1.7438920e-23   8.7125159e-24
   2.2778200e+03   3.2873647e-23   1.7267798e-23   8.6606225e-24
   2.2799300e+03   2.9865058e-23   1.5844190e-23   8.2166418e-24
   2.2820300e+03   2.5090347e-23   1.3619448e-23   7.5547441e-24
   2.2841400e+03   7.4661077e-24   6.4879898e-24   5.8463642e-24
   2.2862500e+03   7.5590156e-24   6.5186951e-24   5.8560219e-24
   2.2883600e+03   7.5063482e-24   6.5073387e-24   5.8581984e-24
   2.2904700e+03   7.4437815e-24   6.4932344e-24   5.8598943e-24
   2.2925900e+03   7.7725963e-24   6.5927008e-24   5.8818458e-24
   2.2947100e+03   1.0050153e-23   7.3254760e-24   6.0230781e-24
   2.2968300e+03   1.3901338e-23   8.7620700e-24   6.3265202e-24
   2.2989500e+03   1.6558954e-23   9.8520413e-24   6.5818465e-24
   2.3010700e+03   1.6798186e-23   9.9553354e-24   6.6104265e-24
   2.3032000e+03   1.5700252e-23   9.4994560e-24   6.5060472e-24
   2.3053300e+03   1.2186011e-23   8.1111774e-24   6.2021691e-24
   2.3074500e+03   8.5688303e-24   6.8610347e-24   5.9600281e-24
   2.3095900e+03   7.4974340e-24   6.5438594e-24   5.9069448e-24
   2.3117200e+03   7.5408980e-24   6.5602547e-24   5.9140949e-24
   2.3138500e+03   7.5694419e-24   6.5723860e-24   5.9204901e-24
   2.3159900e+03   7.5334922e-24   6.5659957e-24   5.9236177e-24
   2.3181300e+03   9.4608180e-24   7.1660672e-24   6.0380631e-24
   2.3202700e+03   2.9588284e-23   1.5744658e-23   8.2435100e-24
   2.3224200e+03   3.2760281e-23   1.7244964e-23   8.7135203e-24
   2.3245600e+03   3.2705677e-23   1.7220543e-23   8.7086986e-24
   2.3267100e+03   3.2708942e-23   1.7223610e-23   8.7125937e-24
   2.3288600e+03   2.8601065e-23   1.5288609e-23   8.1175427e-24
   2.3310100e+03   8.9019888e-24   7.0071433e-24   6.0334819e-24
   2.3331600e+03   7.5704929e-24   6.6082682e-24   5.9653217e-24
   2.3353200e+03   7.6271839e-24   6.6285222e-24   5.9732186e-24
   2.3374700e+03   7.7084598e-24   6.6559313e-24   5.9823733e-24
   2.3396300e+03   7.7944400e-24   6.6848681e-24   5.9918306e-24
   2.3417900e+03   7.8152443e-24   6.6948862e-24   5.9979168e-24
   2.3439600e+03   7.8263242e-24   6.7020875e-24   6.0035203e-24
   2.3461200e+03   7.7739810e-24   6.6907986e-24   6.0058046e-24
   2.3482900e+03   7.7698876e-24   6.6935885e-24   6.0106218e-24
   2.3504600e+03   7.6961856e-24   6.6762606e-24   6.0118605e-24
   2.3526300e+03   7.7029353e-24   6.6821993e-24   6.0172392e-24
   2.3548000e+03   7.6935859e-24   6.6835020e-24   6.0217947e-24
   2.3569800e+03   7.7252184e-24   6.6966280e-24   6.0284706e-24
   2.3591500e+03   7.7046216e-24   6.6946899e-24   6.0324506e-24
   2.3613300e+03   7.7626644e-24   6.7154381e-24   6.0404820e-24
   2.3635200e+03   7.7350968e-24   6.7115119e-24   6.0441479e-24
   2.3657000e+03   7.8170274e-24   6.7392015e-24   6.0534171e-24
   2.3678800e+03   7.7473768e-24   6.7230771e-24   6.0548922e-24
   2.3700700e+03   7.7716844e-24   6.7341160e-24   6.0612187e-24
   2.3722600e+03   7.7960487e-24   6.7451789e-24   6.0675501e-24
   2.3744500e+03   7.7506168e-24   6.7361121e-24   6.0703040e-24
   2.3766400e+03   7.6755140e-24   6.7186284e-24   6.0715719e-24
   2.3788400e+03   7.7724745e-24   6.7504908e-24   6.0816097e-24
   2.3810400e+03   7.8179375e-24   6.7676488e-24   6.0890445e-24
   2.3832400e+03   7.7711840e-24   6.7582290e-24   6.0917569e-24
   2.3854400e+03   7.8207639e-24   6.7765605e-24   6.0993997e-24
   2.3876400e+03   7.8537754e-24   6.7901425e-24   6.1062005e-24
   2.3898500e+03   7.8319041e-24   6.7878916e-24   6.1102058e-24
   2.3920500e+03   7.8357003e-24   6.7930367e-24   6.1155066e-24
   2.3942600e+03   7.8786600e-24   6.8095099e-24   6.1228420e-24
   2.3964800e+03   7.8750790e-24   6.8125569e-24   6.1278097e-24
   2.3986900e+03   7.8559975e-24   6.8111159e-24   6.1319600e-24
   2.4009000e+03   7.8941200e-24   6.8261901e-24   6.1390470e-24
   2.4031200e+03   7.8909907e-24   6.8293696e-24   6.1440389e-24
   2.4053400e+03   7.9669331e-24   6.8554489e-24   6.1531078e-24
   2.4075600e+03   8.1400875e-24   6.9101593e-24   6.1673095e-24
   2.4097900e+03   8.5435126e-24   7.0348506e-24   6.1942462e-24
   2.4120100e+03   8.9438832e-24   7.1620848e-24   6.2219188e-24
   2.4142400e+03   1.0816952e-23   7.7849270e-24   6.3448156e-24
   2.4164700e+03   1.1382962e-23   7.9876633e-24   6.3893064e-24
   2.4187000e+03   1.6448418e-23   9.9550898e-24   6.8210247e-24
   2.4209400e+03   1.5993622e-23   9.7709712e-24   6.7823698e-24
   2.4231700e+03   1.5301550e-23   9.4928256e-24   6.7229693e-24
   2.4254100e+03   1.2922751e-23   8.5665368e-24   6.5251194e-24
   2.4276500e+03   1.2318944e-23   8.3445869e-24   6.4832140e-24
   2.4298900e+03   1.7603729e-23   1.0450969e-23   6.9585950e-24
   2.4321400e+03   1.7171533e-23   1.0272416e-23   6.9199559e-24
   2.4343900e+03   1.6998694e-23   1.0203103e-23   6.9075717e-24
   2.4366300e+03   1.6865583e-23   1.0150540e-23   6.8992034e-24
   2.4388900e+03   1.6722708e-23   1.0094125e-23   6.8900259e-24
   2.4411400e+03   7.9602077e-24   6.9193762e-24   6.2358860e-24
   2.4433900e+03   8.0249860e-24   6.9421987e-24   6.2444322e-24
   2.4456500e+03   1.0895489e-23   7.8631886e-24   6.4211352e-24
   2.4479100e+03   1.0669380e-23   7.7890035e-24   6.4110522e-24
   2.4501700e+03   1.0745458e-23   7.8188092e-24   6.4212517e-24
   2.4524300e+03   1.1025165e-23   7.9192220e-24   6.4452948e-24
   2.4547000e+03   1.1093494e-23   7.9467087e-24   6.4551072e-24
   2.4569700e+03   1.1932745e-23   8.2486180e-24   6.5197848e-24
   2.4592400e+03   1.2120332e-23   8.3202213e-24   6.5386795e-24
   2.4615100e+03   1.2052554e-23   8.2990912e-24   6.5387392e-24
   2.4637800e+03   1.1855844e-23   8.2315033e-24   6.5294233e-24
   2.4660600e+03   1.1818651e-23   8.2216976e-24   6.5318360e-24
   2.4683300e+03   8.1401869e-24   7.0214270e-24   6.3083017e-24
   2.4706100e+03   8.1579854e-24   7.0307798e-24   6.3145176e-24
   2.4729000e+03   8.0995819e-24   7.0180988e-24   6.3168321e-24
   2.4751800e+03   8.1907346e-24   7.0486846e-24   6.3268277e-24
   2.4774700e+03   8.1797449e-24   7.0497028e-24   6.3315792e-24
   2.4797600e+03   8.1460573e-24   7.0441609e-24   6.3351639e-24
   2.4820500e+03   8.1415967e-24   7.0470904e-24   6.3402574e-24
   2.4843400e+03   8.1444041e-24   7.0521212e-24   6.3457249e-24
   2.4866300e+03   8.1383628e-24   7.0545996e-24   6.3507389e-24
   2.4889300e+03   8.1112114e-24   7.0510245e-24   6.3546983e-24
   2.4912300e+03   8.1946918e-24   7.0793488e-24   6.3643270e-24
   2.4935300e+03   8.1832152e-24   7.0802664e-24   6.3690832e-24
   2.4958300e+03   8.2024182e-24   7.0900546e-24   6.3754179e-24
   2.4981400e+03   8.2007694e-24   7.0938333e-24   6.3807035e-24
   2.5004500e+03   8.2698634e-24   7.1181030e-24   6.3896377e-24
   2.5027600e+03   8.2343832e-24   7.1120649e-24   6.3931746e-24
   2.5050700e+03   8.2866838e-24   7.1314802e-24   6.4012455e-24
   2.5073800e+03   8.4135869e-24   7.1727556e-24   6.4132270e-24
   2.5097000e+03   8.4406815e-24   7.1849489e-24   6.4200369e-24
   2.5120200e+03   8.4899419e-24   7.2036763e-24   6.4280188e-24
   2.5143400e+03   8.4355008e-24   7.1919128e-24   6.4305385e-24
   2.5166600e+03   8.4140903e-24   7.1898884e-24   6.4348051e-24
   2.5189800e+03   8.4407008e-24   7.2019272e-24   6.4415870e-24
   2.5213100e+03   8.4492815e-24   7.2087059e-24   6.4474485e-24
   2.5236400e+03   8.4637013e-24   7.2171962e-24   6.4536164e-24
   2.5259700e+03   8.5393546e-24   7.2436920e-24   6.4630101e-24
   2.5283000e+03   8.6370009e-24   7.2768126e-24   6.4736030e-24
   2.5306400e+03   8.7312867e-24   7.3091276e-24   6.4840847e-24
   2.5329800e+03   8.7485218e-24   7.3185155e-24   6.4904379e-24
   2.5353200e+03   8.7274340e-24   7.3164610e-24   6.4947279e-24
   2.5376600e+03   8.7714917e-24   7.3338575e-24   6.5025257e-24
   2.5400000e+03   8.7019153e-24   7.3173569e-24   6.5042133e-24
   2.5423500e+03   8.7008768e-24   7.3213182e-24   6.5096094e-24
   2.5447000e+03   9.0193333e-24   7.4212561e-24   6.5323619e-24
   2.5470500e+03   9.4131333e-24   7.5466775e-24   6.5599681e-24
   2.5494000e+03   9.4286436e-24   7.5556656e-24   6.5662788e-24
   2.5517500e+03   9.4439697e-24   7.5645974e-24   6.5725795e-24
   2.5541100e+03   9.1589997e-24   7.4807004e-24   6.5618849e-24
   2.5564700e+03   8.7227185e-24   7.3534781e-24   6.5435408e-24
   2.5588300e+03   8.4407297e-24   7.2750841e-24   6.5342214e-24
   2.5612000e+03   8.4324357e-24   7.2770443e-24   6.5393074e-24
   2.5635600e+03   8.4001563e-24   7.2720589e-24   6.5431385e-24
   2.5659300e+03   8.3787547e-24   7.2702612e-24   6.5475585e-24
   2.5683000e+03   8.4022130e-24   7.2814011e-24   6.5542782e-24
   2.5706700e+03   8.4222660e-24   7.2915634e-24   6.5608245e-24
   2.5730500e+03   8.3467059e-24   7.2742154e-24   6.5625049e-24
   2.5754200e+03   8.3104514e-24   7.2682258e-24   6.5661870e-24
   2.5778000e+03   8.2872326e-24   7.2660141e-24   6.5705608e-24
   2.5801800e+03   8.3080459e-24   7.2763707e-24   6.5771593e-24
   2.5825700e+03   8.2820601e-24   7.2734025e-24   6.5814205e-24
   2.5849500e+03   8.3725353e-24   7.3036615e-24   6.5915435e-24
   2.5873400e+03   8.4521288e-24   7.3309595e-24   6.6011714e-24
   2.5897300e+03   8.4656412e-24   7.3392703e-24   6.6074299e-24
   2.5921200e+03   8.4230681e-24   7.3314371e-24   6.6108215e-24
   2.5945200e+03   8.4964391e-24   7.3570025e-24   6.6201651e-24
   2.5969100e+03   8.4360159e-24   7.3440222e-24   6.6226422e-24
   2.5993100e+03   8.4566582e-24   7.3543949e-24   6.6292870e-24
   2.6017100e+03   8.4564421e-24   7.3587743e-24   6.6348682e-24
